title,likes,comm,uid,udate
헌트 ,10,스토리 구성이좋고 반전이 좋았음 신고,lmar****,22.08.21
헌트 ,2,총소리 밖에 안들리고내용이 뭘 말하는지도 모르겠어요..지루해서 혼났어요 신고,fmfm****,22.08.21
기적 ,8,잔잔한 웃음을 부르는 영화 신고,s2un****,22.08.21
탑건: 매버릭 ,10,진짜 미친 영화 너무 재밌음 신고,sagn****,22.08.21
우리는 동물원을 샀다 ,9,신고,outs****,22.08.21
비상선언 ,9,30분정도만 편집으로 들어냈었으면 하는 아쉬움은 남지만 좋았습니다. 신고,bong****,22.08.21
범죄도시2 ,6,독보적인 캐릭터가 불러오는 장르적 쾌감 신고,rcan****,22.08.21
탑건: 매버릭 ,10,안 본 사람은 있어도 한번 본 사람은 없을 듯. 영화관에서 가족과 3번 tv로도 vod 구입. 두고두고 볼 영화 신고,coff****,22.08.21
해리 포터와 마법사의 돌 ,9,판타지의 역작 신고,s2un****,22.08.21
카터 ,4,설정이 너무 과해서 오히려 망친듯.. 신고,mjhi****,22.08.21
007 노 타임 투 다이 ,7,007시리즈 치고는 기대를 저버렸어요 신고,s2un****,22.08.21
놉 ,1,모르겠다..10자리도 맞추기힘들어.. 신고,rlad****,22.08.21
놉 ,8,신고,prue****,22.08.21
용과 주근깨 공주 ,6,"독특한 소재, 좋은 ost 신고",s2un****,22.08.21
보이스 ,10,지루할 틈 없이 재밌었음초반 지루한거 안좋아하는데 전개 빠르고 재밌음 신고,zta0****,22.08.21
뷰티 인사이드 ,10,외면이 부각되면서도 내면을 알아보게하는 의미를 전달하는데요. 조금 더 생각해보면 자신의 내외면을 모두 소중히 여겨야한다는 의미 같아요. 근데 우진이는 숙취가 없겠죠? 신고,zjh4****,22.08.21
놉 ,8,"좋은말로 하면 신박하고 안좋게 말하면 난해함 영상물이 무슨 미술관에서 볼법한 현대미술 영상들을 보는거 같았음 한번도 경험해 보지 못한 유형의 영화라 나름 재밌게 봤는데 감독의 의도를 다 알아차리기엔 나도, 대중도 그리 똑똑하지 못한거 같다 신고",seon****,22.08.21
놉 ,2,신고,wdke****,22.08.21
그래비티 ,10,무중력을 느끼다가 마지막에 중력이 느껴지는 영화 신고,s2un****,22.08.21
한산: 용의 출현 ,10,진짜 가슴이 웅장해지고 흥미진진합니다 신고,leey****,22.08.21
헌트 ,10,배우분들 탄탄한 연기가 대박이네요 신고,rnt9****,22.08.21
베놈 2: 렛 데어 비 카니지 ,7,짧은 러닝타임동안 많이 전달하려고... 신고,s2un****,22.08.21
"굿 럭 투 유, 리오 그랜드 ",10,40대주부입니다. 강추! 신고,1007****,22.08.21
헌트 ,10,잼써여!! 전부 한국에서 찍은 거라고 알고보니 더 잼네용 신고,cher****,22.08.21
헌트 ,10,그사람 죽고 한번은 더 짚고 넘어갈 얘기 해 줘서 감사했습니다 신고,hong****,22.08.21
다만 악에서 구하소서 ,5,스타일에만 몰두하느라 실종된 내러티브 신고,rcan****,22.08.21
헌트 ,9,이정재 영화 잘만들었음 ㅎㅎ최고 신고,80jj****,22.08.21
한산: 용의 출현 ,10,신고,miya****,22.08.21
탑건: 매버릭 ,10,메버릭.... 눈물이 계속 흐른다. 신고,kyc3****,22.08.21
고장난 론 ,10,소울 이후 애니 명작 신고,s2un****,22.08.21
헌트 ,10,시작부터 몰입도가 장난없네요 신고,kime****,22.08.21
호빗 : 뜻밖의 여정 ,8,광활한 뉴질랜드의 영상미 . 그래도 빌드업1편이라 그런지 2편이 더 재미있어요 신고,s2un****,22.08.21
카터 ,10,네이버 평점만보고 하마터면 놓칠뻔한 인생 띵작. 액션과 카메라연출은 아카데미 노미네이트되야할 수준. 감독님 훌륭합니다 칭찬합니다 화이팅. 신고,iamd****,22.08.21
이터널스 ,4,너무 길고.. 굳이? 의아한 장면이 있어요 신고,s2un****,22.08.21
헌트 ,10,신고,ijki****,22.08.21
프렌치 디스패치 ,7,자막 보느라 미장센등을 즐기러 위쪽으로 시선을 옮기기 어려운 영화 신고,s2un****,22.08.21
헌트 ,10,영화매우재밋음ㅇ추천 신고,tmsh****,22.08.21
헌트 ,2,음…..? 뭔 말을 하려는건지 모르겠음. 유치한 느낌 신고,imap****,22.08.21
첨밀밀 ,10,만약 죽기 전에 딱 한 편의 영화만 보고 가야한다면..저는 첨밀밀이에요.. 신고,5ght****,22.08.21
외계+인 1부 ,10,제가 좋아하는 배우들이여서 너무 재미있었어요 신고,snsm****,22.08.21
헌트 ,10,내용이 좀 복잡했는데 멋있는 배우분들이 많이 나와서 최고 신고,ayak****,22.08.21
엘비스 ,6,신고,vira****,22.08.21
우리들의 행복한 시간 ,10,~ 개봉햇을때나이는 어려서 저런 사랑은 없다며 공감을 못했는데 나이 서른다섯 먹고보니 공감능력이 늘었나봐요 눈물이 멈추질 않네요 ㅎㅎㅎ 감사합니다 ??이런영화 만들어주셔서 신고,make****,22.08.21
호빗 : 스마우그의 폐허 ,8,결말을 모르고 본 상태라 엔딩크레딧에 당황했는데 아무튼 스토리는 1편에 비해 본격적인 모험이라 훨 재미있습니다 신고,s2un****,22.08.21
한산: 용의 출현 ,9,감동 그 자체..보는 순간내내 뭉클.. 신고,love****,22.08.21
헌트 ,6,"영화에 강약 조절이 없음,, 강강강강 피곤 신고",ehdc****,22.08.21
엔칸토: 마법의 세계 ,7,온워드처럼 아쉬운? 신고,s2un****,22.08.21
헌트 ,10,역사적 사건도 많이 들어가있고 스토리도 되게 재밌었음. 신고,rkdt****,22.08.21
헌트 ,10,정말 처음부터 끝까지 눈을 뗄수가 없어요배우분들 라인업도 장난 아닌데 억지가 아니라 그 배우에게 걸맞는배역이였어서 너무 편안하고 신기하게 봤습니다이정재감독님 다음 영화도 기대하겠습니다 !! 신고,wjdt****,22.08.21
탑건: 매버릭 ,10,가동입니다 톰크루즈 멋지네요^^ 신고,pcs0****,22.08.21
카터 ,9,액션 영상만으로도 볼만한 가치가 있다 신고,sksf****,22.08.21
카터 ,2,시간이 아깝다 못해 재생버튼을 누른 제 손한테 화가납니다 찍는데 고생 엄청 하셨을거 같아 안타깝지만 이 영화와 관련된 예산및 수고에 들어간 모든 칼로리가 아깝습니다 내가 연출한 영화도 아닌데 내가 부끄러움 신고,sem1****,22.08.21
한산: 용의 출현 ,10,오늘 아이들이랑 같이 가서 봤어요웅장하고 가슴떨리고 즐겁게 관람 했어요 신고,fox5****,22.08.21
용과 주근깨 공주 ,10,이 영화를 보고 나 자신을 더욱 사랑하게 되었어요. 결국 사랑의 이면에는 용서가 있다는 것을 다시 한 번 알게 되었구요. 신고,yyon****,22.08.21
탑건: 매버릭 ,10,가슴을 뛰게 만드는 대작 중 대작. 스펙타클함은 포드 앤 페라리급이였고 전투씬은 미드웨이 이상이였다. 장담컨데 올해가 아니라 10년 내 이런 대작 안 나옴 신고,jy32****,22.08.21
헌트 ,8,황정민 대박! 압도적존재감ㅋㅋㅋㅋ라면먹고싶다 신고,last****,22.08.21
유체이탈자 ,6,소재는 독특한데 윤계상배우로 한껏 기대를 시켜놓은거에 비하면.... 신고,s2un****,22.08.21
헌트 ,10,끊임없이 주고 받는 대결이 재밌다. 주말 3만원이라는 돈이 아깝지 않음 400만 가자! 신고,s2ha****,22.08.21
헌트 ,10,신고,jhy3****,22.08.21
헤어질 결심 ,10,안개가 걷혀야만 보이는 감정만이 미제사건처럼 영원히 남는다 신고,dhck****,22.08.21
탑건: 매버릭 ,10,탑건에 대한 완전한 헌사이자 완벽한 후속작 신고,supe****,22.08.21
놉 ,9,매마른 나의 맘... 뭐 이런 감정을 끌어오는 영화가 다 있냐 하고 충격받았습니다...놀랍습니다... 신고,5ght****,22.08.21
헌트 ,2,쓰레기 영화 영화가 이렇게 기승전결이 중구난방에 개판인 영화는 처음 봤음 고등학생이 만들었다 해도 믿을 거 같음어떻게 저런 배우들로 이런 허접하기 짝이 없는 영화를 만들 수가 있지?아 그냥 이건 영화라고 부르기 민망한 수준 신고,hang****,22.08.21
신과함께-인과 연 ,10,다 좋은데 너무 천년 타령을 함. ㅎㅎㅎ 신고,worl****,22.08.21
헌트 ,10,1000만 가도 하나도 이상할거 없는 영화입니다~~~기대이상의 작품이에요꼭 큰화면으로 보셔야해요^^ 신고,chiu****,22.08.21
놉 ,2,풍선이 이렇게 위험합니다 신고,bins****,22.08.21
헌트 ,2,이게 재밌다는사람들은 영화를 처음보는사람들인가 하 기가찬다 신고,akis****,22.08.21
보일링 포인트 ,10,이 영화는 요리가 나오지만 요리 영화가 아닌듯합니다. 신고,cjh7****,22.08.21
비상선언 ,10,진짜 너무너무 재밌어요 왜 평점 낮은건지 이해가 안됨ㅠ 신고,sgsj****,22.08.21
헌트 ,10,진짜 너무 재미있어요 신고,kim7****,22.08.21
헌트 ,10,"이정재, 정우성. 이름값 한 영화. 돈이 아깝지 않다. 신고",econ****,22.08.21
헌트 ,8,너무 기대를 많이 하고 봤나봐요뭐라는지 잘 안들려서 계속 물어봤습니다.. 신고,thdg****,22.08.21
헌트 ,1,평등 다 알바 쓴거임? 영화관에 코고는 소리도 들리고 나도 졸았는데 뭐가 지루할 틈이 없어..? 댓글 조작인가..ㅡㅡ 신고,diam****,22.08.21
13시간 ,10,대박 영화다ㅜㅜㅜ실화라서 더 소름이고 슬프다 신고,suju****,22.08.21
비상선언 ,10,난 재미 있었는데 평점 무슨일? 재난영화 중에 최고인데 .. 평점 아쉬워서 처음으로 남겨봅니다 신고,dnjs****,22.08.21
놉 ,10,와 이런 영화가 있었다고 신고,sunw****,22.08.21
퀸 오브 뱀파이어 ,7,신고,vira****,22.08.21
놉 ,1,쓰레기네 진짜 손해배상 청구하고 싶다 신고,seth****,22.08.21
닥터 스트레인지: 대혼돈의 멀티버스 ,10,볼만합니다... 신고,ksk5****,22.08.21
마이너리티 리포트 ,9,재미집니다 소재가 신박한 영화 살짝 어렵긴 한데 스토리 굳 신고,moom****,22.08.21
오늘부터 히어로 ,10,기대 안하고 봤는데 나름 재밌고 커엽ㅋㅋ 특히 상어의 힘을 가진 꼬마여자애가 커엽 신고,100g****,22.08.21
헌트 ,10,기대안하고봤는데 예상외로 재밌게봤네요 신고,dele****,22.08.21
헌트 ,10,후기: 정재오빠. 우성오빠. 신고,sona****,22.08.21
헌트 ,8,어두운1983년도 배경이라 그런지 화면이 너무 어두워서 짜증남 처음부터 끝까지 총질 빼고는 액션은 우성 정재. 둘이 계단에서 격투씬이 전부임 평점8.0 이면 적당함 신고,kil8****,22.08.21
스틸워터 ,8,"역시, 맷데이먼의 자연스러움과 묵직한 감정표현으로 집중시키는 힘이 있어요.잔잔하게 일상처럼 편하게 잘 봤어요~ 신고",cara****,22.08.21
놉 ,4,당신네들 얘기에 귀담아주는건 겟아웃까지였어 신고,jinw****,22.08.21
카터 ,1,오로지 액션오리발연기 신고,ilov****,22.08.21
놉 ,10,진짜 영화계의 혁명이다 마지막 장면때 불알이 찌르르 떨였다 신고,lol3****,22.08.21
헌트 ,9,군더더기없이 깔끔한 영화 신고,youn****,22.08.21
비상선언 ,2,감상포인트가 없어서 안쓸라했지만 진짜… 300억? 투자했다고 들었는데 배우섭외비가 300억인줄알았어요..ㅋㅋㅋ 지루하고 영화보는데 힘든적 처음이에요.. 신고,hayo****,22.08.21
야차 ,7,우리 적은 일본이 아니라 중국이라니깐.. 뭔 뜬금없이 일본스파이?? 북한간첩이나 잘잡아넣자... 신고,ckof****,22.08.21
사랑할 때 이야기하는 것들 ,10,감동적인 영화 재밌게봤어요. 신고,gose****,22.08.21
헌트 ,10,이정재감독이만든영화재미있었어요그리고외국어도나오니깐 신고,qnst****,22.08.21
헌트 ,2,이정재 정우성이 아니면 과연.... 어땠을까 ..잘 잤습니다.. 22년 8월 21일 청라 메가박스에서 .. 신고,gure****,22.08.21
풀타임 ,9,<툴리>의 워킹맘 버전-‘거울 같은 영화’하면 <봄날은 간다>를 떠올렸는데 이젠 <풀타임>이라고 답할 것 같다.놀란아 빨리 크자. 일단 애만 좀 크면 숨통이… 신고,suji****,22.08.21
놉 ,4,"우선 본인은 겟아웃, 어스를 굉장히 인상깊게 본 고딩이고 조동필감독이기에 이번 nope라는 영화가 매우 기대가 되었다. 스크롤 해보면 알듯 평점이 박살이 나서 기대치가 낮아졌지만 어스도 이와같은 평점을 얻었고 본인은 재밌게 봐서 영화를 보게되었는데.. 그냥 무슨 내용인지 모르겠다. 아마 유튜브에 올라오는 해석영상, point를 잘 짚어주는 영상이 올라오겠지만 영화자체, 조동필이 의도하는점, 무엇을 말하려는지 전혀 전~~~혀.. 파악을 하지못했다 그래서 그마저도 기대가 되질 않는다. 마지막으로 NOPE라는 영화를 한줄로 정리하자면 당신이 이 영화를 보려고 한다면 본인은 NOPE! 라고 대답할것같다.만약 아직 안보았다면 나는 그냥 tv에서 2500원 정도 보던가 아니면 무료로 풀릴때까지 기다릴것같다..그냥 헌트볼걸 ㅋㅎㅎ.. 신고",ksja****,22.08.21
헌트 ,10,솔직히 개재밌다맨날 똑같은 거 찍어내던 영화계에단비같은 신선한 시도 좋더라확실히 짬밥에서 모아오고 자기가 해보고싶던 거 많이 녹아있었다딱 하나앞으로가 기대된다 신고,jood****,22.08.21
비상선언 ,10,신고,jin_****,22.08.21
헌트 ,10,이정재가 감독??속으로 솔직히 기대는 안 했는데...이정재에게 감독과 배우로써 박수를 보냈니다. 신고,waco****,22.08.21
헌트 ,10,역시 명배우~~ 좋아요^^예상치 못한 결말도~~ 신고,kds4****,22.08.21
헌트 ,10,걍 볼 거 없어 생각없이 봤는데…이정재 대박!정우성 졸 간지황정민 명불허전정말 간만에 잼나게 봤습니다 신고,zile****,22.08.21
비상선언 ,10,너무 재미있었어요!특히 임시완 배우가 연기를 진짜 잘한것 같습니다 신고,kook****,22.08.21
헌트 ,10,최근 본 영화 중 최고!!! 런닝타임 내내 긴장감을 늦출 수 없었어요.보고나서 생각거리도 있고.. 신고,tjsw****,22.08.21
헌트 ,9,잘만들었다는소리 듣고 꽤나 의심을 갖고봤는데도 확실히 잘만들었음 적당한 픽션에 괜찮은 영상미 좋은 연기력 모든부분이 중간이상의 수작임 대명작이니 꼭 봐야한다는 아니지만 충분히 사랑받을 영화임 신고,rasi****,22.08.21
전설의 땁 ,1,참을성을 기를수있는 영화입니다 신고,rldu****,22.08.21
파송송 계란탁 ,10,아직 미혼이지만 제 삶을 다시 생각해 보게 되는 영화였습니다.. 따뜻한 영화 감사합니다. 신고,kchk****,22.08.21
블러드 레드 스카이 ,8,평점이 너무 낮아서 평점 올려주러 왔습니다^^좀비물과 모성애의 결합이 나름 신선함! 신고,perf****,22.08.21
범죄도시2 ,10,오 재밌어재밌어! 그래도 서브악역 아쉽다. 진선규가 짱이였네... 신고,jaln****,22.08.21
양자물리학 ,10,꿀잼 이네요. 생각보다 무겁지않고 잔인하지않고 2시간 훌쩍지나갔어요 연기도좋고 스토리도좋고 신고,ssun****,22.08.21
카터 ,1,최악이네요..이게 맞나 싶네요 신고,uyt0****,22.08.21
헤어질 결심 ,10,관심과 의심의 안개속에서 놓쳐버린 진심. 신고,blue****,22.08.21
한산: 용의 출현 ,10,정말 이순신 장군과 나대용 군관 아녔음 지금 대한민국은 없을듯 신고,rudd****,22.08.21
탑건: 매버릭 ,10,"3번 보았는데, 볼때마다 재밌고 감동적이다! 이건 무조건 극장에서 관람을 해야한다! 극장에서 내리기전에 이번주에 또 한번 보러가는걸로!! 신고",saac****,22.08.21
헌트 ,10,"연출이 좋아요. 김정도, 박평호 두 인물간의 팽팽한 대결구도도 재밌습니다. 신고",ilov****,22.08.21
헌트 ,9,감독이 생각이 많았네.조금 쉽게 스토리를 잡아도 충분히 재미있을거 같은데...연기력 스토리반전 연출은 좋았음. 신고,ddab****,22.08.21
풀타임 ,7,"파리 근교에서 차없이 출퇴근하는 싱글워킹맘의 일상을 아주 스릴있게 담아낸 수작. 남들에게는 보이는 합리적인 선택, 하지만 누구나 그렇듯 자신에겐 안보이기에 합리화를 할 수밖에 없지. 신고",afte****,22.08.21
놉 ,10,곱씹어 볼 수록 좋은영화입니다 신고,gmla****,22.08.21
탑건: 매버릭 ,10,2022년 최고의 영화. 미국뽕이 차오른건 이번이 처음. 신고,jtae****,22.08.21
탑건: 매버릭 ,10,이건...과거의 영광에 기댄 작품이아니라 과거의 작품의 아쉬움을 이날을 위해묵혀놨다가 꺼낸 느낌의 작품이다...진짜로 작품이다...ㄷㄷㄷ 신고,kimh****,22.08.21
기묘한 가족 ,10,ㅋㅋㅋ 이런 웃긴 영화가 왜 소리소문없이 묻힌건가요 ㅋㅋ 신고,funk****,22.08.21
한산: 용의 출현 ,10,이거보다가진짜죽늘뻔해ㅛ아요너무재밌어요 신고,eunc****,22.08.21
헌트 ,9,다른분 말처럼 잘 안들려서 아쉬워요 보는내내 내가 귀가 안좋아졌나 생각했네요 영화는 전체적으로 너무 재미있고 반전도 좋았어요 정말 잘봤다는 기준은 다른사람에게 보라고 추천하느냐 마느냐 인데 추천할만한 영화입니다 ! 신고,rlat****,22.08.21
더 킬러: 죽어도 되는 아이 ,10,총격 액션 등 좋았습니다. 신고,baek****,22.08.21
놉 ,8,겟아웃을 처음 봤을때만큼의 신선함단순한 호러영화 생각하고 가면 조금 실망할지도 신고,seun****,22.08.21
아가씨 ,10,박찬욱 감독님 사랑해요 신고,qlc1****,22.08.21
굿 윌 헌팅 ,10,신고,howo****,22.08.21
바람이 분다 ,9,"영화는 감독의 주관이 들어간 작품이다. 하지만 보는 사람은 객관적인 시각으로 영화를 보아야지 감독의 의도를 알아 볼 수 있다. 주관이 들어간 영화 감상은 영화에 대한 이해보다는 자신이 정한 관점으로만 해석하기 때문에 제대로 된 이해라고 볼 수 없다. 일본의 제국주의에 저지른 일들은 잘못된 것이 맞다. 하지만 영화를 보기도 전에 이 영화는 전범국 일본의 미화 영화라고 생각하고 본다면 영화에 대한 객관적인 해석이 불가능하다고 생각한다.미야자키 하야오는 반전주의자로서 전쟁을 반대하는 입장을 취한 사람이다. 그리고 영화는 지로라는 인물에 대한 내용을 통해 말하고 싶은 내용을 말하고 있다고 생각한다.꿈을 위해 달린 사람이 전쟁이라는 요소를 통해 꿈이 아닌 지옥을 향해서 달리고 있었다는 모습을 통해 과연 미야자키 하야오는 전쟁을 미화한 사람인지 생각해 봐야한다. 적어도 영화를 끝까지 본 사람이라면 이 영화가 전쟁을 미화하고 전범국을 미화한게 아니라는 것을 알 수 있을것이다. 물론, 한국 사람에게는 민감한 전범기와 관동대지진 그리고 전범기업에 관한 내용이 들어가 불편함을 자아할 수 있지만 미야자키 하야오가 말하고자 한 내용을 이해한다면 이 영화는 역사 왜곡과 가해자의 미화에 대한 영화가 아니라는 것 정도는 이해할 수 있을 것이다.영화에서는 단 한번도 일본의 전투기가 싸우는 장면을 보여주지 않는다 오히려 일본 전투기가 파괴된 모습만을 보여준다. 미야자키 하야오가 말하고 싶은 내용은 무엇일까? 영화를 몇번이고 봤지만 나도 아직 제대로 이해하지 못했다. 전범기가 불편하긴 하지만 많은 생각을 하게 만드는 영화라고 생각한다. 신고",hjki****,22.08.21
한산: 용의 출현 ,10,거북선 학익진 한산대첩 . 우리가 이미 다 알고 있는 내용을 이렇게 또 흥미진진하게 만들다니요!!! 신고,ysoo****,22.08.21
탑건: 매버릭 ,10,뭉클한 감동이 눈물흘리게 만든 ... ㅁㅐ버릭~~~!!! 톰 팬인데 찐 ~~~ 감동 ! 다시보기로 ㅎ 신고,yuns****,22.08.21
카터 ,1,영화 미친듯이 흔들림 젤 싫어하는건데 이런거 평 남겨보긴또 첨일세 보다가 토할거같음 신고,vozh****,22.08.21
탑건: 매버릭 ,10,대박이에요 너무 재미있어요 무조건 영화관에서 봐야 할 영화…. 강추!!!! 몇번이고 재밌게 볼 수 있을 것 같아요 평점이 왜 이렇게 좋은지 알겠어요 신고,psps****,22.08.21
헌트 ,10,올해 본 영화 중 재일 재밌었다 신고,jac8****,22.08.21
놉 ,10,재밌네요 꼭 보세요 꼭 봐야할 영화입니다 신고,l_am****,22.08.21
헌트 ,10,꿀잼 !!!역시 연기력 최고에요 영화보는동안 몰입하면서 봤네요 ㅎㅎ 신고,blis****,22.08.21
비상선언 ,10,평점 테러인가 이게 왜 이런 평점인지 이해가 안됨 꼭 보세요 이런 관객수에 멈출 영화는 확실히 아닙니다 신고,toyf****,22.08.21
어메이징 스파이더맨 ,10,왜 7점대지 8점대는 충분히 나올만한데 신고,choi****,22.08.21
한산: 용의 출현 ,6,많이 담백해졌으나 아직은 기름짐 신고,pung****,22.08.21
핸썸 ,10,동욱이 형 아카데미 출품해보시죠 혹시 또 압니까? 신고,okok****,22.08.21
신과함께-죄와 벌 ,10,너무 재미있고 차태현 연기 너무 잘함 왜 눈물이 주르륵ㄱ 신고,siye****,22.08.21
탑건: 매버릭 ,10,영화 잘 안보는데 정말 최고였습니다. 신고,isz0****,22.08.21
탑건: 매버릭 ,8,추억의 영화... 30년을 넘어 재탄생... 신고,wony****,22.08.21
카터 ,1,별점에 마이너스가 없다는 현실에 분개하고 갑니다 신고,lani****,22.08.21
탑건: 매버릭 ,10,일부러 탑건1 보고 나서 봤는데재밌네요! 36년만에 시리즈라니정말 대단하고 감동적입니다! 신고,mins****,22.08.21
나이트메어 앨리 ,8,멈추지 못하는 욕망의 끝은 결국 파멸이다. 신고,khac****,22.08.21
헤어질 결심 ,10,러닝타임내내 몰입해서 보았습니다.. 박해일님은 역시라는 말밖엔!!!여운이 많이 남는 영화네요... 개인적으로 최고였습니다! 신고,mach****,22.08.21
헌트 ,1,신고,kkul****,22.08.21
리플리 ,8,"주제,연출모두 훌룡했지만 심오하거나 꼬는 맛이 없어서 단순했음이 사회에 리플리가 얼마나 많을지또 내 행동에 리플리가 없을지 신고",yj04****,22.08.21
탑건: 매버릭 ,10,신고,imin****,22.08.21
헌트 ,9,"사실 줄거리도 모르고 가서 봤는데 여운이 남는 영화라 놀랐음. 이정재 감독 첫 영화라 뭔가 대중적이고 무겁지 않게 만들지 않았을 거라 생각했는데 생각보다 깊이감도 있고 얼마나 치열하게 고민하고 신중하게 만든 영화인지 느끼고 옴. 두 주연 배우 연기는 말할 것도 없고, 액션신 연출도 나쁘지 않다고 생각함. 한 번쯤 볼만하다고 생각함. 남산의 부장들도 생각나고.. 신고",dhdb****,22.08.21
DC 리그 오브 슈퍼-펫 ,8,우당탕탕 굴러가서 더 감동적이고 재밌다. 신고,ygkd****,22.08.21
콰이어트 플레이스 2 ,8,재미는 있으나 발암의 연속 신고,iamc****,22.08.21
헌트 ,8,근래 개봉한 영화중 탑건에 이어 강추합니다 신고,pani****,22.08.21
한산: 용의 출현 ,10,짱 잼나게 봤어요~~♡한국영화도 꽤 수준이 높아졌네요!! 신고,buti****,22.08.21
뒤틀린 집 ,10,상이형때문에 점수드립니다 신고,okok****,22.08.21
헌트 ,10,2시간 지루할 틈 없이 재미있었습니다. 신고,alst****,22.08.21
탑건: 매버릭 ,10,보고 나오는데 너무 긴장하면서 봐서무릎이 다 시큰거렸음 기가 다 빨리는데 또 보고싶은 영화는 이 영화가 유일하다 진짜…내가 이걸 아이맥스로 못 본 게 한이다 진짜 신고,chjm****,22.08.21
놉 ,1,메세지로 점철된 노잼 쓰레기.메세지도 재미를 우선 잡고 넣어야지.아이맥스 탑건에 양보하자 신고,tkdd****,22.08.21
닥터 스트레인지: 대혼돈의 멀티버스 ,2,개답답한 전개랑지친구들 다OOO잇는데도 멍때리고 관람하고책새로온것도 다같이보게 기달리고 염병을 함 아주거의 초딩때 적 변신하게 기다려주즌 급의 전개 신고,hank****,22.08.21
놉 ,1,이 영화 뭐지? 황당했숨 신고,csa1****,22.08.21
헌트 ,8,주연 둘의 조합이 좋았다. 신고,ygkd****,22.08.21
헌트 ,7,신고,shi6****,22.08.21
헌트 ,10,기대없이봤는데 넘재밌네요 신고,jehe****,22.08.21
언더 샤크 ,10,주인공 상어의 연기가 참 좋았습니다 신고,okok****,22.08.21
헌트 ,1,간만에 영화보다 졸았음. 평점8점 어떻게 넘긴건지 의문이 듬ㅋㅋㅋ미노이 홍보보고 간건데 돈아깝고 개노잼 후회되네 신고,yoon****,22.08.21
탑건: 매버릭 ,10,심각하게 잘만들었네요!!!! 신고,zski****,22.08.21
놉 ,7,첫 시작부터 심상치 않았다... 신고,ygkd****,22.08.21
한산: 용의 출현 ,10,"국뽕이 올라온당! 이순신 대사가 대박,그리고 거북선이 나타날 때가 재밌어진다 신고",hy09****,22.08.21
헌트 ,10,이정재 정우성 두 배우를 한 영화에서 같이 볼 수 있는것에 이미 감동임ㅠ 전혀 지루하지않고 너무재밌게 잘봤어요. 모든 연기자분들의 최상의 연기력이 몰입도를 높였다 생각됨. 신고,toly****,22.08.21
탑건: 매버릭 ,10,가슴을 울리는 작품..! 영화관에서 안 보면 흑우입니다. 아직 상영하니 빨리 달려가세요. 신고,dbsr****,22.08.21
헌트 ,8,오랜만에 실감나는 두 배우의 연기력에 플러스 액션 재미있었습니다 신고,sung****,22.08.21
한산: 용의 출현 ,10,재밌게 봤어요사람에 따라 예상가능한 결말 일수도 있지만연기도 탄탄하고 재밌었어요 추천 신고,quf1****,22.08.21
헌트 ,2,그냥 말도안되는 북한찬양 좌파 영화임 ㅡㅡ 신고,zhdw****,22.08.21
패신저스 ,7,새로운 공간에서 되새기는 인생의 의미 신고,keeh****,22.08.21
카터 ,2,하... 뭐라해야할지 돈은 많이 들였는데참...ㅡㅡ 스토리가 너무 개연성 없구요.좀비들 매력도 없고다친사람없는지 걱정.벗은 여자분 걱정.티팬티에 충격만 있는 영화에요.아... 감독님 실망이에요. 아참 음악은 뭐 판소리복서인가요?하.... 판소리는 매력이라도 있었는데...끝까지 답답했던 영화였어요. 신고,siso****,22.08.21
탑건: 매버릭 ,10,시리즈물의 교과서. 스토리 구성도 기본기 탄탄하게 잘짜여짐.. 그냥 미쳤음.. 신고,wlsw****,22.08.21
헤어질 결심 ,10,해준이 서래를 찾아 헤매던 그 바다에 아직도 있을것만 같다. 신고,yimj****,22.08.21
쿵푸타운 ,10,자꾸만 보고싶은 영화 클레멘타인 이후 최고의 걸작 신고,zeus****,22.08.21
탑건: 매버릭 ,10,말이 필요없음 그냥 완벽함 신고,joha****,22.08.21
카터 ,1,2022년도에 이딴 OOO를 보다니드론으로 너무 돌려대서 어지럽기만하네적당히 해야 박진감이 있지주원도 너무 무적이고기차씬은 너무 러닝타임이 길어서 실패망작 신고,nbj0****,22.08.21
비상선언 ,10,진짜 재밌고 엄청 슬픈데 별점 왜 낮은지 모르겠음 신고,kang****,22.08.21
놉 ,10,갠적으로 겟아웃보다 재밌었음.여배우 좋음. 신고,euan****,22.08.21
더 스파이 ,8,몰입도 높고 지나침없이 잘 정제된 작품이네요.후반부로 갈수록 나였으면 어땠을까 생각하게 됩니다. 실화기반이라 감상 후 고마움과 안타까움이 여운으로 남네요. 신고,nets****,22.08.21
헌트 ,10,신고,wjdg****,22.08.21
헌트 ,10,신고,wjdg****,22.08.21
헌트 ,9,정우성과 이정재의 조합은 역시나하지만 약간 지루한 감이 있었습니다보는 내내 왜 내가 제작비 걱정을 ㅋㅋㅋ그래도 이정재 감독의 첫 데뷔는 성공적으로 해내신 것 같습니다!!! 멋잇어요 신고,najj****,22.08.21
놉 ,6,모르는 것에 대한 공포가 진짜 공포.. 신고,inth****,22.08.21
놉 ,2,처음부터 끝까지 재미가 없어서 신기해요 신고,0424****,22.08.21
마녀(魔女) Part2. The Other One ,7,이어져서 보긴했는데 서은수랑 토우인가 3명은 연기도 별로고 캐릭터랑 너무 안어울리고 신시아는 그냥 김다미 느낌나게 외모만 보고 뽑은 느낌이... 영화가 별로인거 보다 캐릭터들 연기가 1편만 못한거같다 신고,hanm****,22.08.21
놉 ,10,놉 정말 재미있어요. 신고,d2po****,22.08.21
